,l_m_without_outliers,NormalizedGoogleDif2,intercept,Bias2
Büchsenmacher,3.10172465159,0.980453227365,1,0
Goldschmied,60.9995903318,0.940503432494,1,0
Geprüfter Logistikmeister,10.4299504862,0.892498292849,1,0
Polizeivollzugsbeamter,52.8379772962,0.62494095418,1,0
Wassermeister,2.55758807588,0.976725649609,1,0
Biologisch-technischer Assistent,73.2942168505,0.20824742268,1,0
Physiker,16.2575709276,0.889858561541,1,0
Betonstahlbieger und -flechter,0.723795907426,1.0,1,0
Entwickler,12.2531548471,0.994959463152,1,0
Hundeführer,37.7005047672,0.85002895194,1,0
Klempner,1.24864495925,0.997392461817,1,0
Makler,39.2475851551,0.949072618673,1,0
Anlagenmechaniker,3.29425467804,0.954667863555,1,0
Bezirksamtsleiter,21.2482255121,0.71144278607,1,0
Mechatroniker,6.22845803015,0.915820029028,1,0
Hilfspolizei,37.7005047672,0.810561609388,1,0
Steinbildhauer,38.6581469649,0.850311850312,1,0
Feinwerkmechaniker,14.6782915793,0.930708999249,1,0
Moderator (Beruf),48.0295566502,0.968157452596,1,0
Koch,52.9232533486,0.948092234516,1,0
Küper,14.3576367827,0.999142282189,1,0
Papiertechnologe,5.19575856444,0.744711195626,1,0
Astronom,13.6886395512,0.971198909308,1,0
Chemisch-Technischer Assistent,59.1680426246,0.413114754098,1,0
Berechnungsingenieur,12.2531548471,0.956908479937,1,0
Korrepetitor,35.5086372361,0.615894039735,1,0
Tierpfleger,46.9706787624,0.508313539192,1,0
Schleusenwärter,7.47126436782,0.883389261745,1,0
Veterinäringenieur,87.6854599407,0.638655462185,1,0
Kaufmannsgehilfe,71.6330078909,0.65611814346,1,0
Schriftdolmetscher,69.8481848185,0.628686327078,1,0
Poissonnier,37.0960187354,0.999964602396,1,0
Figurenkeramformer,16.735966736,0.653259361997,1,0
Straßenwärter,2.21180663155,0.808261886204,1,0
Kellermeister,4.35766836446,0.953559777394,1,0
Rotisseur,37.0960187354,0.99772985244,1,0
Webdesigner,48.9152458611,0.983589011773,1,0
Notfallsanitäter,21.3708058503,0.879576891782,1,0
Keramiker,25.7394587791,0.681034482759,1,0
Mathematiker,34.0704906704,0.911314984709,1,0
Arbeitserzieher,68.3097468018,0.77565849228,1,0
Schriftsteller,47.7832512315,0.659071729958,1,0
Gerüstbauer,0.170745589072,0.984011203828,1,0
Metallblasinstrumentenmacher,16.6666666667,0.927236971485,1,0
Pharmazeut,83.8102088662,0.533718689788,1,0
Ingenieur,7.47075732134,0.962784480636,1,0
Sachbearbeiter,62.1600224791,0.468549422336,1,0
Syndikus,46.2251399884,0.754985754986,1,0
Mathematisch-technischer Softwareentwickler,12.3967931919,0.81946403385,1,0
Bodenleger,0.557103064067,0.984723642269,1,0
Wirtschaftsassistent,79.0444149597,0.221445221445,1,0
Landarbeiter,21.5765899789,0.920255183413,1,0
Erzieher,91.0178488053,0.388942774006,1,0
Purser,78.2033652524,0.991985516217,1,0
Wächter,31.0871031175,0.957072840967,1,0
Automateneinrichter,4.12407074143,0.876606683805,1,0
Projektassistenz,11.4381605553,0.405940594059,1,0
Ofenbauer,1.59872102318,0.984379980873,1,0
Touristikassistent,82.1267850182,0.146376125059,1,0
Industriekeramiker Anlagentechnik,25.5032397408,0.623376623377,1,0
Werbetexter,54.6682417799,0.583333333333,1,0
Stallmeister,67.2918572736,0.969743121129,1,0
Formstecher,50.1462693284,0.999018485195,1,0
Projektleiter,25.9924816691,0.680705190989,1,0
Galvaniseur,12.6353874883,0.900610287707,1,0
Justiziar,57.9327818764,0.549783549784,1,0
Brauer und Mälzer,3.84404173531,0.826983792886,1,0
Mathematisch-Technischer Assistent,12.3967931919,0.258409785933,1,0
Orgelbauer,9.93690851735,0.98239514757,1,0
Verwaltungsbetriebswirt (HVSV),74.1246797609,0.303303303303,1,0
Produktgestalter Textil,84.0716305372,0.351778656126,1,0
Metallbildner,14.0532544379,0.892531260561,1,0
Rabbiner,30.0088759784,0.907028399175,1,0
Verkäufer,74.4604823678,0.891818428921,1,0
Ausbildungsberater,66.3964145433,0.732522796353,1,0
Detektiv,14.3413873733,0.952277657267,1,0
Feldwebel,43.2896890344,0.99863364188,1,0
Disponent,21.3708058503,0.818181818182,1,0
Steinhauer,5.44459089527,0.9,1,0
Hotelkaufmann,71.6330078909,0.250909090909,1,0
Elektroinstallateur,11.4381605553,0.98633736206,1,0
Ingenieurpädagoge,63.6176386302,0.0989010989011,1,0
Justizwachtmeister,33.389261745,0.72602739726,1,0
Kaufmann für Tourismus und Freizeit,82.1267850182,0.135225375626,1,0
Fotolaborant,57.881773399,0.281464530892,1,0
Versicherungsberater,53.568518232,0.923758865248,1,0
Glasbläser,27.8772378517,0.899340922708,1,0
Modist,84.4050647718,0.640278657378,1,0
Diakon,58.6139959235,0.813292354975,1,0
Investmentfondskaufmann,44.3380220021,0.804629266379,1,0
Verpackungsmittelmechaniker,17.5711352303,0.816431322208,1,0
Telefonist,79.4443583916,0.767337807606,1,0
Konstrukteur,12.2194707453,0.941326862244,1,0
Flexograf,44.0740740741,0.836094939543,1,0
Maskenbildner,90.6659674882,0.247524752475,1,0
Bootsmann,3.8146208153,0.964876773554,1,0
Pressefotograf,64.1671278362,0.886632825719,1,0
