,labor_market_woman,Bias,Bias2,WikiName,Ambigious,Name,Oppositgender,Profession_name,NormalizedGoogleDif,l_m_without_outliers,NormalizedGoogleDif2
Kabeljungwerker,10.2560891616,male,0,Kabeljungwerker,0,Kabeljungwerker,Kabeljungwerkerin,Kabeljungwerker,0.912720519963,10.2560891616,0.912720519963
Kaffeeröster,39.4550784618,male,0,Kaffeeröster,0,Kaffeeröster,Kaffeerösterin,Kaffeeröster,0.947314975211,39.4550784618,0.947314975211
Kameramann,16.156507852,male,0,Kameramann,0,Kameramann,Kamerafrau,Kameramann,0.81592039801,16.156507852,0.81592039801
Kanalbauer,0.544182430682,male,0,Kanalbauer,0,Kanalbauer,Kanalbauerin,Kanalbauer,0.910369643441,0.544182430682,0.910369643441
Kanalsteurer,5.69221386461,male,0,Kanalsteurer,0,Kanalsteurer,Kanalsteurerin,Kanalsteurer,0.988439306358,5.69221386461,0.988439306358
Kapitän,4.49203447375,male,0,Kapitän,0,Kapitän,Kapitänin,Kapitän,0.96463654224,4.49203447375,0.96463654224
Karosserie- und Fahrzeugbaumechaniker,3.97341840672,male,0,Karosserie- und Fahrzeugbaumechaniker,0,Karosserie- und Fahrzeugbaumechaniker,Karosserie- und Fahrzeugbaumechanikerin,Karosserie- und Fahrzeugbaumechaniker,0.894353369763,3.97341840672,0.894353369763
Kartograf,47.4680548982,male,0,Kartograf,0,Kartograf,Kartografin,Kartograf,0.937673557544,47.4680548982,0.937673557544
Kassierer,59.7982510844,male,0,Kassierer,0,Kassierer,Kassiererin,Kassierer,0.210702341137,59.7982510844,0.210702341137
Kastellan,27.9733089101,male,0,Kastellan,0,Kastellan,Kastellanin,Kastellan,0.66149870801,27.9733089101,0.66149870801
Kaufmann für Tourismus und Freizeit,82.1267850182,male,0,Kaufmann für Tourismus und Freizeit,0,Kaufmann für Tourismus und Freizeit,Kauffrau für Tourismus und Freizeit,Kaufmann für Tourismus und Freizeit,0.135225375626,82.1267850182,0.135225375626
Kaufmann für Verkehrsservice,54.3373493976,male,0,Kaufmann für Verkehrsservice,0,Kaufmann für Verkehrsservice,Kauffrau für Verkehrsservice,Kaufmann für Verkehrsservice,0.510288065844,54.3373493976,0.510288065844
Kaufmannsgehilfe,71.6330078909,male,0,Kaufmannsgehilfe,0,Kaufmannsgehilfe,Kaufmannsgehilfin,Kaufmannsgehilfe,0.65611814346,71.6330078909,0.65611814346
Kellermeister,4.35766836446,male,0,Kellermeister,0,Kellermeister,Kellermeisterin,Kellermeister,0.953559777394,4.35766836446,0.953559777394
Kellner,65.2648305355,male,0,Kellner,0,Kellner,Kellnerin,Kellner,0.714708056171,65.2648305355,0.714708056171
Keramiker,25.7394587791,male,0,Keramiker,0,Keramiker,Keramikerin,Keramiker,0.681034482759,25.7394587791,0.681034482759
Kernmacher,4.20514511873,male,0,Kernmacher,0,Kernmacher,Kernmacherin,Kernmacher,0.940357852883,4.20514511873,0.940357852883
Kesselwärter,12.501779731,male,0,Kesselwärter,0,Kesselwärter,Kesselwärterin,Kesselwärter,0.978021978022,12.501779731,0.978021978022
Kettenschmied,60.9995903318,male,0,Kettenschmied,0,Kettengoldschmied,Kettengoldschmiedin,Kettengoldschmied,0.857142857143,60.9995903318,0.857142857143
Kfz-Mechatroniker,3.97341840672,male,0,Kfz-Mechatroniker,0,Kfz-Mechatroniker,Kfz-Mechatronikerin,Kfz-Mechatroniker,0.940639269406,3.97341840672,0.940639269406
Kinder- und Jugendlichenpsychotherapeut,78.1458251666,male,0,Kinder- und Jugendlichenpsychotherapeut,0,Kinder- und Jugendlichenpsychotherapeut,Kinder- und Jugendlichenpsychotherapeutin,Kinder- und Jugendlichenpsychotherapeut,0.058495821727,78.1458251666,0.058495821727
Klassenlehrer,70.4238331399,male,0,Klassenlehrer,0,Klassenlehrer,Klassenlehrerin,Klassenlehrer,0.0691244239631,70.4238331399,0.0691244239631
Klavier- und Cembalobauer,16.3310961969,male,0,Klavier- und Cembalobauer,0,Klavier- und Cembalobauer,Klavier- und Cembalobauerin,Klavier- und Cembalobauer,0.885207652823,16.3310961969,0.885207652823
Klavierbauer,16.3310961969,male,0,Klavierbauer,0,Klavierbauer,Klavierbauerin,Klavierbauer,0.942557502086,16.3310961969,0.942557502086
Klavierstimmer,16.3310961969,male,0,Klavierstimmer,0,Klavierstimmer,Klavierstimmerin,Klavierstimmer,0.96613872201,16.3310961969,0.96613872201
Klebfachingenieur,20.1141507577,male,0,Klebfachingenieur,0,Klebfachingenieur,Klebfachingenieurin,Klebfachingenieur,0.91884057971,20.1141507577,0.91884057971
Klempner,1.24864495925,male,0,Klempner,0,Klempner,Klempnerin,Klempner,0.997392461817,1.24864495925,0.997392461817
Knecht,21.5765899789,neutral,1,Knecht,0,Knecht,Magd,Knecht,0.343664539654,21.5765899789,0.343664539654
Koch,52.9232533486,male,0,Koch,0,Koch,Köchin,Koch,0.948092234516,52.9232533486,0.948092234516
Komiker,54.5454545455,male,0,Komiker,0,Komiker,Komikerin,Komiker,0.74875484228,54.5454545455,0.74875484228
Kommunikationselektroniker,11.4381605553,male,0,Kommunikationselektroniker,0,Kommunikationselektroniker,Kommunikationselektronikerin,Kommunikationselektroniker,0.936376210235,11.4381605553,0.936376210235
Kommunikationswirt,54.6682417799,male,0,Kommunikationswirt,0,Kommunikationswirt,Kommunikationswirtin,Kommunikationswirt,0.20186697783,54.6682417799,0.20186697783
Komparse,41.5165165165,male,0,Komparse,0,Komparse,Komparsin,Komparse,0.646464646465,41.5165165165,0.646464646465
Komponist,31.8181818182,male,0,Komponist,0,Komponist,Komponistin,Komponist,0.88298778756,31.8181818182,0.88298778756
Konservator,45.4646222058,male,0,Konservator,0,Konservator,Konservatorin,Konservator,0.905441570027,45.4646222058,0.905441570027
Konstrukteur,12.2194707453,male,0,Konstrukteur,0,Konstrukteur,Konstrukteurin,Konstrukteur,0.941326862244,12.2194707453,0.941326862244
Konstruktionsmechaniker,2.2858399983,male,0,Konstruktionsmechaniker,0,Konstruktionsmechaniker,Konstruktionsmechanikerin,Konstruktionsmechaniker,0.928934010152,2.2858399983,0.928934010152
Kopfschlächter,13.9570504204,male,0,Kopfschlächter,0,Kopfschlächter,Kopfschlächterin,Kopfschlächter,0.993055555556,13.9570504204,0.993055555556
Kopierfräser,2.73770282356,male,0,Kopierfräser,0,Kopierfräser,Kopierfräserin,Kopierfräser,0.999264976112,2.73770282356,0.999264976112
Korbmacher,59.0717299578,male,0,Korbmacher,0,Korbmacher,Korbmacherin,Korbmacher,0.944076770351,59.0717299578,0.944076770351
Korrektor,76.9957343083,male,0,Korrektor,0,Korrektor,Korrektorin,Korrektor,0.933139534884,76.9957343083,0.933139534884
Korrepetitor,35.5086372361,male,0,Korrepetitor,0,Korrepetitor,Korrepetitorin,Korrepetitor,0.615894039735,35.5086372361,0.615894039735
Kraftfahrer,24.9768310941,male,0,Kraftfahrer,0,Kraftfahrer,Kraftfahrerin,Kraftfahrer,0.980198019802,24.9768310941,0.980198019802
Kraftwerker,6.16331126919,male,0,Kraftwerker,0,Kraftwerker,Kraftwerkerin,Kraftwerker,0.964579901153,6.16331126919,0.964579901153
Kriminologe,48.3720930233,male,0,Kriminologe,0,Kriminologe,Kriminologin,Kriminologe,0.525809273841,48.3720930233,0.525809273841
Kunsthistoriker,67.3256247669,male,0,Kunsthistoriker,0,Kunsthistoriker,Kunsthistorikerin,Kunsthistoriker,0.338867924528,67.3256247669,0.338867924528
Kunstkritiker,50.5608415413,male,0,Kunstkritiker,0,Kunstkritiker,Kunstkritikerin,Kunstkritiker,0.718822979916,50.5608415413,0.718822979916
Kunstschmied,14.0532544379,male,0,Kunstschmied,0,Kunstschmied,Kunstschmiedin,Kunstschmied,0.969464269582,14.0532544379,0.969464269582
Kunststoffformgeber,26.7465962203,male,0,Kunststoffformgeber,0,Kunststoff-Formgeber,Kunststoff-Formgeberin,Kunststoff-Formgeber,0.937282229965,26.7465962203,0.937282229965
Kupferschmied,3.29425467804,male,0,Kupferschmied,0,Kupferschmied,Kupferschmiedin,Kupferschmied,0.979742173112,3.29425467804,0.979742173112
Kupferstecher,48.7741935484,male,0,Kupferstecher,0,Kupferstecher,Kupferstecherin,Kupferstecher,0.975149265774,48.7741935484,0.975149265774
Kurator,67.3256247669,male,0,Kurator,0,Kurator,Kuratorin,Kurator,0.743709771796,67.3256247669,0.743709771796
Kutscher,15.3005464481,male,0,Kutscher,0,Kutscher,Kutscherin,Kutscher,0.985175636481,15.3005464481,0.985175636481
Küchenchef,18.02864773,male,0,Küchenchef,0,Küchenchef,Küchenchefin,Küchenchef,0.911652703732,18.02864773,0.911652703732
Küchenmeister,18.02864773,male,0,Küchenmeister,0,Küchenmeister,Küchenmeisterin,Küchenmeister,0.95276840643,18.02864773,0.95276840643
Künstler,54.5947166403,male,0,Künstler,0,Künstler,Künstlerin,Künstler,0.794325077907,54.5947166403,0.794325077907
Künstlerischer Leiter,40.1872883044,male,0,Künstlerischer Leiter,0,Künstlerischer Leiter,Künstlerische Leiterin,Künstlerischer Leiter,0.583333333333,40.1872883044,0.583333333333
Küper,14.3576367827,male,0,Küper,0,Küper,Küperin,Küper,0.999142282189,14.3576367827,0.999142282189
Kürschner,65.6862745098,male,0,Kürschner,0,Kürschner,Kürschnerin,Kürschner,0.977822214143,65.6862745098,0.977822214143
Küster,67.8608515057,male,0,Küster,0,Küster,Küsterin,Küster,0.831815747188,67.8608515057,0.831815747188
Laborant,59.1680426246,male,0,Laborant,0,Laborant,Laborantin,Laborant,0.69133192389,59.1680426246,0.69133192389
Lacklaborant,45.6225127914,male,0,Lacklaborant,0,Lacklaborant,Lacklaborantin,Lacklaborant,0.646788990826,45.6225127914,0.646788990826
Lagerhalter,24.9768310941,male,0,Lagerhalter,0,Lagerhalter,Lagerhalterin,Lagerhalter,0.981123259508,24.9768310941,0.981123259508
Landarbeiter,21.5765899789,male,0,Landarbeiter,0,Landarbeiter,Landarbeiterin,Landarbeiter,0.920255183413,21.5765899789,0.920255183413
Landmaschinenmechaniker,0.488489461042,male,0,Landmaschinenmechaniker,0,Landmaschinenmechaniker,Landmaschinenmechanikerin,Landmaschinenmechaniker,0.964383153926,0.488489461042,0.964383153926
Landschaftsarchitekt,13.8494826824,male,0,Landschaftsarchitekt,0,Landschaftsarchitekt,Landschaftsarchitektin,Landschaftsarchitekt,0.556085918854,13.8494826824,0.556085918854
Landwirt,21.5765899789,male,0,Landwirt,0,Landwirt,Landwirtin,Landwirt,0.947547353084,21.5765899789,0.947547353084
Lebensmittelchemiker,45.3470549595,male,0,Lebensmittelchemiker,0,Lebensmittelchemiker,Lebensmittelchemikerin,Lebensmittelchemiker,0.620185922975,45.3470549595,0.620185922975
Lebensmittelkontrolleur,35.3913466213,male,0,Lebensmittelkontrolleur,0,Lebensmittelkontrolleur,Lebensmittelkontrolleurin,Lebensmittelkontrolleur,0.807817589577,35.3913466213,0.807817589577
Lehrer,70.4238331399,male,0,Lehrer,0,Lehrer,Lehrerin,Lehrer,0.590604026846,70.4238331399,0.590604026846
Lehrrettungsassistent,63.6176386302,male,0,Lehrrettungsassistent,0,Lehrrettungsassistent,Lehrrettungsassistentin,Lehrrettungsassistent,0.840818141396,63.6176386302,0.840818141396
Leichtflugzeugbauer,7.47075732134,male,0,Leichtflugzeugbauer,0,Leichtflugzeugbauer,Leichtflugzeugbauerin,Leichtflugzeugbauer,0.744877726371,7.47075732134,0.744877726371
Lektor,72.8127671701,male,0,Lektor,1,Lektor,Lektorin,Lektor,0.937646356582,72.8127671701,0.937646356582
Leuchtröhrenglasbläser,26.8707482993,male,0,Leuchtröhrenglasbläser,0,Leuchtröhrenglasbläser,Leuchtröhrenglasbläserin,Leuchtröhrenglasbläser,0.813780260708,26.8707482993,0.813780260708
Lichtgestalter,12.5905136121,male,0,Lichtgestalter,0,Lichtgestalter,Lichtgestalterin,Lichtgestalter,0.931875953228,12.5905136121,0.931875953228
Liedermacher,48.1166205576,male,0,Liedermacher,0,Liedermacher,Liedermacherin,Liedermacher,0.878855860909,48.1166205576,0.878855860909
Listbroker,60.5296610169,male,0,Listbroker,0,Listbroker,Listbrokerin,Listbroker,0.993355481728,60.5296610169,0.993355481728
Literat,47.7832512315,male,0,Literat,0,Literat,Literatin,Literat,0.958140352934,47.7832512315,0.958140352934
Literaturagent,60.5296610169,male,0,Literaturagent,0,Literaturagent,Literaturagentin,Literaturagent,0.255172413793,60.5296610169,0.255172413793
Lotse,6.25990491284,male,0,Lotse,0,Lotse,Lotsin,Lotse,0.940322843633,6.25990491284,0.940322843633
Luftverkehrskaufmann,35.0604490501,male,0,Luftverkehrskaufmann,0,Luftverkehrskaufmann,Luftverkehrskauffrau,Luftverkehrskaufmann,0.370473537604,35.0604490501,0.370473537604
Makler,39.2475851551,male,0,Makler,0,Makler,Maklerin,Makler,0.949072618673,39.2475851551,0.949072618673
Maler und Lackierer,5.53319493285,male,0,Maler und Lackierer,0,Maler und Lackierer,Malerin und Lackiererin,Maler und Lackierer,0.976098616731,5.53319493285,0.976098616731
Manager,21.1018907961,male,0,Manager,1,Manager,Managerin,Manager,0.995921378054,21.1018907961,0.995921378054
Maschinen- und Anlagenführer,12.501779731,male,0,Maschinen- und Anlagenführer,0,Maschinen- und Anlagenführer,Maschinen- und Anlagenführerin,Maschinen- und Anlagenführer,0.94217751629,12.501779731,0.94217751629
Maschinenbauingenieur,9.54682779456,male,0,Maschinenbauingenieur,0,Maschinenbauingenieur,Maschinenbauingenieurin,Maschinenbauingenieur,0.923859343214,9.54682779456,0.923859343214
Maschinenbautechniker,13.3411949814,male,0,Maschinenbautechniker,0,Maschinentechniker,Maschinentechnikerin,Maschinentechniker,0.952965235174,13.3411949814,0.952965235174
Maschinenführer,12.501779731,male,0,Maschinenführer,0,Maschinenführer,Maschinenführerin,Maschinenführer,0.942365865308,12.501779731,0.942365865308
Maschinenzusammensetzer,21.0325537037,male,0,Maschinenzusammensetzer,0,Maschinenzusammensetzer,Maschinenzusammensetzerin,Maschinenzusammensetzer,0.862567811935,21.0325537037,0.862567811935
Maskenbildner,90.6659674882,male,0,Maskenbildner,0,Maskenbildner,Maskenbildnerin,Maskenbildner,0.247524752475,90.6659674882,0.247524752475
Masseur und medizinischer Bademeister,77.4982405505,male,0,Masseur und medizinischer Bademeister,0,Masseur und medizinischer Bademeister,Masseurin und medizinische Bademeisterin,Masseur und medizinischer Bademeister,0.542954490144,77.4982405505,0.542954490144
Mathematiker,34.0704906704,male,0,Mathematiker,0,Mathematiker,Mathematikerin,Mathematiker,0.911314984709,34.0704906704,0.911314984709
Mathematisch-Technischer Assistent,12.3967931919,male,0,Mathematisch-Technischer Assistent,0,Mathematisch-technischer Assistent,Mathematisch-technische Assistentin,Mathematisch-technischer Assistent,0.258409785933,12.3967931919,0.258409785933
Mathematisch-technischer Softwareentwickler,12.3967931919,male,0,Mathematisch-technischer Softwareentwickler,0,Mathematisch-technischer Softwareentwickler,Mathematisch-technische Softwareentwicklerin,Mathematisch-technischer Softwareentwickler,0.81946403385,12.3967931919,0.81946403385
Matrose,3.8146208153,male,0,Matrose,0,Matrose,Matrosin,Matrose,0.739750445633,3.8146208153,0.739750445633
Maurer,0.209680237638,male,0,Maurer,0,Maurer,Maurerin,Maurer,0.997601519264,0.209680237638,0.997601519264
Maßschneider,84.4050647718,male,0,Maßschneider,0,Maßschneider,Maßschneiderin,Maßschneider,0.663572224285,84.4050647718,0.663572224285
Mechaniker,13.3411949814,male,0,Mechaniker,0,Mechaniker,Mechanikerin,Mechaniker,0.958006470302,13.3411949814,0.958006470302
Mechatroniker,6.22845803015,male,0,Mechatroniker,0,Mechatroniker,Mechatronikerin,Mechatroniker,0.915820029028,6.22845803015,0.915820029028
Mediaberater,54.6682417799,male,0,Mediaberater,0,Medienberater,Medienberaterin,Medienberater,0.819945673263,54.6682417799,0.819945673263
Medienfachwirt,65.0971858153,male,0,Medienfachwirt,0,Medienwirt,Medienwirtin,Medienwirt,0.149732620321,65.0971858153,0.149732620321
Mediengestalter,50.1462693284,male,0,Mediengestalter,0,Mediengestalter,Mediengestalterin,Mediengestalter,0.699819168174,50.1462693284,0.699819168174
Medienkaufmann Digital und Print,65.0971858153,male,0,Medienkaufmann Digital und Print,0,Medienkaufmann,Medienkauffrau,Medienkaufmann,0.212636695018,65.0971858153,0.212636695018
Medientechnik,11.4381605553,neutral,1,Medientechnik,0,Medientechniker,Medientechnikerin,Medientechniker,0.811320754717,11.4381605553,0.811320754717
Medientechnologe Druck,22.5987478195,male,0,Medientechnologe Druck,0,Medientechnologe Druck,Medientechnologin Druck,Medientechnologe Druck,0.730860675226,22.5987478195,0.730860675226
Medientechnologe Druckverarbeitung,36.6999465145,male,0,Medientechnologe Druckverarbeitung,0,Medientechnologe Druckverarbeitung,Medientechnologin Druckverarbeitung,Medientechnologe Druckverarbeitung,0.665850073493,36.6999465145,0.665850073493
Medientechnologe Siebdruck,22.5987478195,male,0,Medientechnologe Siebdruck,0,Medientechnologe Siebdruck,Medientechnologin Siebdruck,Medientechnologe Siebdruck,0.460213289582,22.5987478195,0.460213289582
Medizinischer Dokumentar,85.1895119418,male,0,Medizinischer Dokumentar,0,Medizinischer Dokumentar,Medizinische Dokumentarin,Medizinischer Dokumentar,0.162051747617,85.1895119418,0.162051747617
Medizinischer Dokumentationsassistent,85.1895119418,male,0,Medizinischer Dokumentationsassistent,0,Medizinischer Dokumentationsassistent,Medizinische Dokumentationsassistentin,Medizinischer Dokumentationsassistent,0.267605633803,85.1895119418,0.267605633803
Medizinphysiker,13.6886395512,male,0,Medizinphysiker,0,Medizinphysiker,Medizinphysikerin,Medizinphysiker,0.792580557812,13.6886395512,0.792580557812
Messebau,2.72014753343,neutral,1,Messebau,0,Messebauer,Messebauerin,Messebauer,0.993123142374,2.72014753343,0.993123142374
Messerschmied,3.10172465159,male,0,Messerschmied,0,Messerschmied,Messerschmiedin,Messerschmied,0.980669932477,3.10172465159,0.980669932477
Metall- und Glockengießer,4.20514511873,male,0,Metall- und Glockengießer,0,Metall- und Glockengießer,Metall- und Glockengießerin,Metall- und Glockengießer,0.877767936227,4.20514511873,0.877767936227
Metallbildner,14.0532544379,male,0,Metallbildner,0,Metallbildner,Metallbildnerin,Metallbildner,0.892531260561,14.0532544379,0.892531260561
Metallblasinstrumentenmacher,16.6666666667,male,0,Metallblasinstrumentenmacher,0,Metallblasinstrumentenmacher,Metallblasinstrumentenmacherin,Metallblasinstrumentenmacher,0.927236971485,16.6666666667,0.927236971485
Metallschleifer,6.28800778399,male,0,Metallschleifer,0,Metallschleifer,Metallschleiferin,Metallschleifer,0.932952924394,6.28800778399,0.932952924394
Metallverformer,4.20514511873,male,0,Metallverformer,0,Metallformer,Metallformerin,Metallformer,0.97906755471,4.20514511873,0.97906755471
Mikrotechnologe,28.2151300236,male,0,Mikrotechnologe,0,Mikrotechnologe,Mikrotechnologin,Mikrotechnologe,0.632047477745,28.2151300236,0.632047477745
Missionar,67.8608515057,male,0,Missionar,0,Missionar,Missionarin,Missionar,0.896463352127,67.8608515057,0.896463352127
Mitarbeiter,34.1969853683,male,0,Mitarbeiter,0,Mitarbeiter,Mitarbeiterin,Mitarbeiter,0.879263740507,34.1969853683,0.879263740507
Modenäher,84.4050647718,male,0,Modenäher,0,Modenäher,Modenäherin,Modenäher,0.415448851775,84.4050647718,0.415448851775
Moderator (Beruf),48.0295566502,male,0,Moderator (Beruf),0,Moderator,Moderatorin,Moderator,0.968157452596,48.0295566502,0.968157452596
Modeschneider,84.4050647718,male,0,Modeschneider,0,Modeschneider,Modeschneiderin,Modeschneider,0.251655629139,84.4050647718,0.251655629139
Modist,84.4050647718,male,0,Modist,0,Modist,Modistin,Modist,0.640278657378,84.4050647718,0.640278657378
Musikalienhändler,33.5901386749,male,0,Musikalienhändler,0,Musikalienhändler,Musikalienhändlerin,Musikalienhändler,0.86395286556,33.5901386749,0.86395286556
Musiker,37.9399437331,male,0,Musiker,0,Musiker,Musikerin,Musiker,0.887385970431,37.9399437331,0.887385970431
Musikfachhändler,33.5901386749,male,0,Musikfachhändler,0,Musikfachhändler,Musikfachhändlerin,Musikfachhändler,0.817338896616,33.5901386749,0.817338896616
Musikverleger,32.6357466063,male,0,Musikverleger,0,Musikverleger,Musikverlegerin,Musikverleger,0.962504986039,32.6357466063,0.962504986039
Mönchtum,62.5711035267,neutral,1,Mönchtum,0,Mönch,Nonne,Mönch,-0.6,62.5711035267,-0.6
Mühlenbauer,3.68870499164,male,0,Mühlenbauer,0,Mühlenbauer,Mühlenbauerin,Mühlenbauer,0.980198019802,3.68870499164,0.980198019802
Müller,3.44827586207,male,0,Müller,0,Müller,Müllerin,Müller,0.992671579727,3.44827586207,0.992671579727
Nachrichtengerätemechaniker,11.4381605553,male,0,Nachrichtengerätemechaniker,0,Nachrichtengerätemechaniker,Nachrichtengerätemechanikerin,Nachrichtengerätemechaniker,0.915966386555,11.4381605553,0.915966386555
Nachtportier,79.2351889413,male,0,Nachtportier,0,Nachtportier,Nachtportierin,Nachtportier,0.995518087717,79.2351889413,0.995518087717
Naturwerksteinmechaniker,4.23446184942,male,0,Naturwerksteinmechaniker,0,Naturwerksteinmechaniker,Naturwerksteinmechanikerin,Naturwerksteinmechaniker,0.865745310958,4.23446184942,0.865745310958
Nautischer Offiziersassistent,3.8146208153,male,0,Nautischer Offiziersassistent,0,Nautischer Offiziersassistent,Nautische Offiziersassistentin,Nautischer Offiziersassistent,0.814814814815,3.8146208153,0.814814814815
Netzelektriker,4.9236883504,male,0,Netzelektriker,0,Netzelektriker,Netzelektrikerin,Netzelektriker,0.970301311932,4.9236883504,0.970301311932
Notar,48.031496063,male,0,Notar,0,Notar,Notarin,Notar,0.984729465091,48.031496063,0.984729465091
Notenstecher,50.1462693284,male,0,Notenstecher,0,Notenstecher,Notenstecherin,Notenstecher,0.906896551724,50.1462693284,0.906896551724
Notfallsanitäter,21.3708058503,male,0,Notfallsanitäter,0,Notfallsanitäter,Notfallsanitäterin,Notfallsanitäter,0.879576891782,21.3708058503,0.879576891782
Ofenbauer,1.59872102318,male,0,Ofenbauer,0,Ofenbauer,Ofenbauerin,Ofenbauer,0.984379980873,1.59872102318,0.984379980873
Offizier,43.2896890344,male,0,Offizier,0,Offizier,Offizierin,Offizier,0.967968177536,43.2896890344,0.967968177536
Online-Redakteur,50.5608415413,male,0,Online-Redakteur,0,Online-Redakteur,Online-Redakteurin,Online-Redakteur,0.491338582677,50.5608415413,0.491338582677
Operationstechnischer Assistent,77.7285201604,male,0,Operationstechnischer Assistent,0,Operationstechnischer Assistent,Operationstechnische Assistentin,Operationstechnischer Assistent,0.282336578581,77.7285201604,0.282336578581
Orchesterwart,12.5905136121,male,0,Orchesterwart,0,Orchesterwart,Orchesterwartin,Orchesterwart,0.978947368421,12.5905136121,0.978947368421
Ordensbruder,62.5711035267,neutral,1,Ordensbruder,0,Ordensbruder,Ordensschwester,Ordensbruder,-0.476293103448,62.5711035267,-0.476293103448
Orgel- und Harmoniumbauer,9.93690851735,male,0,Orgel- und Harmoniumbauer,0,Orgel- und Harmoniumbauer,Orgel- und Harmoniumbauerin,Orgel- und Harmoniumbauer,0.899529042386,9.93690851735,0.899529042386
Orgelbauer,9.93690851735,male,0,Orgelbauer,0,Orgelbauer,Orgelbauerin,Orgelbauer,0.98239514757,9.93690851735,0.98239514757
Orientalist,53.3333333333,male,0,Orientalist,0,Orientalist,Orientalistin,Orientalist,0.990648101108,53.3333333333,0.990648101108
Orthopädietechnik-Mechaniker,29.4536817102,male,0,Orthopädietechnik-Mechaniker,0,Orthopädietechnik-Mechaniker,Orthopädietechnik-Mechanikerin,Orthopädietechnik-Mechaniker,0.830282861897,29.4536817102,0.830282861897
Packmitteltechnologe,17.5711352303,male,0,Packmitteltechnologe,0,Packmitteltechnologe,Packmitteltechnologin,Packmitteltechnologe,0.851936740775,17.5711352303,0.851936740775
Pantomime,41.5165165165,male,0,Pantomime,0,Pantomime,Pantomimin,Pantomime,0.996959800855,41.5165165165,0.996959800855
Papiertechnologe,5.19575856444,male,0,Papiertechnologe,0,Papiertechnologe,Papiertechnologin,Papiertechnologe,0.744711195626,5.19575856444,0.744711195626
Pastoralreferent,30.0088759784,male,0,Pastoralreferent,0,Pastoralreferent,Pastoralreferentin,Pastoralreferent,0.25,30.0088759784,0.25
Patentanwalt (Deutschland),46.2251399884,male,0,Patentanwalt (Deutschland),0,Patentanwalt,Patentanwältin,Patentanwalt,0.900467063939,46.2251399884,0.900467063939
Patentingenieur,19.2801844836,male,0,Patentingenieur,0,Patentingenieur,Patentingenieurin,Patentingenieur,0.819641423602,19.2801844836,0.819641423602
Pelzveredler,65.6862745098,male,0,Pelzveredler,0,Pelzveredler,Pelzveredlerin,Pelzveredler,0.799621928166,65.6862745098,0.799621928166
Personaldienstleistungskaufmann,66.3964145433,male,0,Personaldienstleistungskaufmann,0,Personaldienstleistungskaufmann,Personaldienstleistungskauffrau,Personaldienstleistungskaufmann,0.396866840731,66.3964145433,0.396866840731
Personaldisponent,66.3964145433,male,0,Personaldisponent,0,Personaldisponent,Personaldisponentin,Personaldisponent,0.337997376476,66.3964145433,0.337997376476
Personalreferent,66.3964145433,male,0,Personalreferent,0,Personalreferent,Personalreferentin,Personalreferent,0.441002949853,66.3964145433,0.441002949853
Pfarrer,30.0088759784,male,0,Pfarrer,0,Pfarrer,Pfarrerin,Pfarrer,0.789401238816,30.0088759784,0.789401238816
Pferdewirt,60.9494015234,male,0,Pferdewirt,0,Pferdewirt,Pferdewirtin,Pferdewirt,0.394957983193,60.9494015234,0.394957983193
Pflasterer,0.528109028961,male,0,Pflasterer,0,Pflasterer,Pflasterin,Pflasterer,0.916763740337,0.528109028961,0.916763740337
Pflegedienstleitung,78.3566481054,neutral,1,Pflegedienstleitung,0,Pflegedienstleiter,Pflegedienstleiterin,Pflegedienstleiter,0.0107066381156,78.3566481054,0.0107066381156
Pförtner,31.0871031175,male,0,Pförtner,0,Pförtner,Pförtnerin,Pförtner,0.952755905512,31.0871031175,0.952755905512
Pharmakant,26.7838353922,male,0,Pharmakant,0,Pharmakant,Pharmakantin,Pharmakant,0.773940345369,26.7838353922,0.773940345369
Pharmareferent,57.8807706289,male,0,Pharmareferent,0,Pharmareferent,Pharmareferentin,Pharmareferent,0.374722838137,57.8807706289,0.374722838137
Pharmazeut,83.8102088662,male,0,Pharmazeut,0,Pharmazeut,Pharmazeutin,Pharmazeut,0.533718689788,83.8102088662,0.533718689788
Pharmazieingenieur,26.7838353922,male,0,Pharmazieingenieur,0,Pharmazie-Ingenieur,Pharmazie-Ingenieurin,Pharmazie-Ingenieur,0.0698466780239,26.7838353922,0.0698466780239
Philosoph,54.4837441944,male,0,Philosoph,0,Philosoph,Philosophin,Philosoph,0.869728209934,54.4837441944,0.869728209934
Physikalisch-technischer Assistent,32.4723846654,male,0,Physikalisch-technischer Assistent,0,Physikalisch-technischer Assistent,Physikalisch-technische Assistentin,Physikalisch-technischer Assistent,0.530593607306,32.4723846654,0.530593607306
Physiker,16.2575709276,male,0,Physiker,0,Physiker,Physikerin,Physiker,0.889858561541,16.2575709276,0.889858561541
Physikingenieur,32.4723846654,male,0,Physikingenieur,0,Physikingenieur,Physikingenieurin,Physikingenieur,0.891045710708,32.4723846654,0.891045710708
Physiklaborant,32.4723846654,male,0,Physiklaborant,0,Physiklaborant,Physiklaborantin,Physiklaborant,0.702127659574,32.4723846654,0.702127659574
Physiotherapeut,77.4982405505,male,0,Physiotherapeut,0,Physiotherapeut,Physiotherapeutin,Physiotherapeut,0.601907032181,77.4982405505,0.601907032181
Pilot,6.46539170954,male,0,Pilot,0,Pilot,Pilotin,Pilot,0.996156162101,6.46539170954,0.996156162101
